Team,<1000,1000,2000,3000,4000,5000,6000,7000,8000,9000
Joe,12,2,5,3,2,4,3,2,0,0
Lucas,17,3,6,3,1,0,1,1,1,3
James,14,8,4,2,2,0,2,1,0,1
Jordan,8,6,3,4,4,1,1,1,0,0
Tom,5,10,5,3,3,2,0,0,1,0
Jeremy,16,9,6,3,3,1,0,0,0,0
Matt,18,8,5,2,0,2,0,0,0,0
Tristan,13,10,2,4,3,2,0,0,0,0
Luc,15,5,9,1,3,1,0,0,1,0
Ricky,14,6,6,4,2,0,2,0,0,0
Alex,15,8,3,1,0,0,0,1,0,0
Shane,15,8,3,2,0,2,0,0,0,0
